accountNo,name,interestRate,accountStatus,country,currency,action
9894504226483,1c3fcdff-a920-4455-baf1-824bb7acc31e,2,ACTIVE,US,SGD,REMOVE
50824121612933,b235c30b-5a67-4297-8653-9c4b1f0b5b09,2,DORMANT,SG,USD,ADD
12641929353873,8cb80911-1a9b-4c18-8e75-19b4d7ceacbd,15,ACTIVE,MY,SGD,REMOVE
86996463737756,dba3bad1-b2d8-4a53-8f08-3fc0da9e42af,9,ACTIVE,MY,SGD,ADD
64104240395058,17d64b2e-b844-44ef-9af9-6959a608dae0,0,CLOSE,SG,USD,ADD
63261146975738,ff1f0e09-8456-475e-91c7-322c2fe89227,5,ACTIVE,MY,USD,REMOVE
80864890402629,42c3b5b0-4186-412d-bec4-353d81920ecf,7,CLOSE,SG,MYR,ADD
20343654334825,194a91d3-513c-4d1d-a40b-8debaeb26032,13,CLOSE,SG,SGD,ADD
41859720326905,685bcd36-3ed9-4a4e-bbda-092eafcb5f31,9,ACTIVE,MY,MYR,REMOVE
43829969333059,43da0f4d-a04c-40a4-b196-f9f1329eb1fa,0,ACTIVE,MY,SGD,REMOVE
93632039051145,1c7a953f-6611-42fe-a985-da01c259e63f,4,ACTIVE,SG,SGD,REMOVE
74661149467884,360532f5-eccb-4850-a224-80d5f2efe293,12,DORMANT,MY,SGD,REMOVE
30112362690788,3df5c4b2-7703-4e47-a80a-997a9cceb8d8,0,CLOSE,MY,SGD,REMOVE
93137824094585,8247e59f-9504-45b3-a98b-198caa10220d,11,CLOSE,MY,USD,ADD
65059404428390,b123df54-4df8-4761-b537-36d01edac183,6,ACTIVE,US,SGD,ADD
97930525829030,318341a0-6824-41dd-bfec-3fe22661637d,9,ACTIVE,US,SGD,REMOVE
77039494806765,fd7a05e2-b1f3-4deb-afd1-82c3f6eddd53,7,CLOSE,US,MYR,ADD
13463553751042,e13ade54-49de-48f6-ab08-3424301f743a,5,ACTIVE,SG,USD,REMOVE
65491379842631,a3686a85-f408-4ffe-8022-d8b09a205f0d,10,CLOSE,SG,MYR,ADD
53003752495916,b820c075-9391-4531-a48e-5c03cd8242c4,2,DORMANT,US,USD,ADD
82307203944108,54655cb2-8df9-480d-ab1b-92a78daee81e,1,CLOSE,MY,SGD,ADD
97035784720525,eb56fc20-e010-4f7d-8b79-2b9781631066,5,DORMANT,MY,USD,ADD
28966963201582,3f3e8a25-b075-45b6-b7f7-c939a6a8fe0d,11,ACTIVE,MY,USD,ADD
36668847497076,f71108ae-1fb8-4a5b-a13b-ace439572667,6,DORMANT,SG,USD,REMOVE
35263322986007,149f670c-d08f-497e-ae82-09fd67ddf93b,12,CLOSE,MY,SGD,REMOVE
61764438383358,91a34f05-ad05-49d7-959a-e5e7e2d998ba,15,CLOSE,SG,USD,REMOVE
77255206888829,3ce1e2f7-3fa2-43e7-8a58-ec7d3bda5b52,3,DORMANT,US,USD,REMOVE
81213581833863,82f3a009-45c2-43ff-9238-03ee4c5a3e4a,11,ACTIVE,MY,SGD,ADD
68517153289557,96e86303-601d-4bd4-9339-4f9843397f7a,14,DORMANT,SG,USD,REMOVE
89234472269141,4941b75b-b6dd-4a56-b13e-4c696ee45ada,3,CLOSE,SG,USD,REMOVE
61977953924736,041d1df4-3782-435c-8d91-570e7c012a09,6,ACTIVE,US,SGD,REMOVE
2641867596054,d11bd63f-d27f-45e4-b5ec-28ad31064a75,4,ACTIVE,SG,USD,REMOVE
46849465425215,767704b2-4e84-407f-ad02-925631dc2e83,8,DORMANT,US,MYR,ADD
50666775149142,1b70296f-c5f4-4623-b8a1-a519dc46db77,0,CLOSE,MY,SGD,REMOVE
82731278569917,620fe425-89b1-4b4b-9025-cb68558af5a6,9,CLOSE,US,MYR,ADD
32218061998652,dd986565-3d81-4bc6-9127-a0fc664794c3,14,ACTIVE,US,USD,ADD
74413539963218,396fc577-dbb8-43d6-b616-e51f808682a6,14,ACTIVE,US,USD,ADD
55283630993164,8fda3709-c4e5-4e84-91cb-1bbc757caef1,11,CLOSE,MY,SGD,REMOVE
14743405576302,b60ce667-4223-48d9-8876-be98d7c84b1f,7,CLOSE,MY,USD,ADD
86029540490373,365e7130-f28d-4d8a-98ef-6a2ea421f2ee,5,ACTIVE,US,USD,REMOVE
14898592401221,1d323d70-fb07-45c2-a54e-a057254cdd41,12,CLOSE,SG,MYR,REMOVE
48999143319222,0e822ca9-9801-4322-9409-29ecc89e8b15,3,DORMANT,US,MYR,REMOVE
62479804078250,9b616cea-bb7f-475b-b04d-8fc1169509e5,0,DORMANT,SG,USD,ADD
10369439308228,9d3633c2-a285-49e3-a3df-93624c8e5bb2,1,ACTIVE,US,MYR,REMOVE
90494100672580,de77b67b-80de-461f-b139-9bb2e474953f,5,ACTIVE,MY,SGD,REMOVE
50479394682669,2896c452-32c7-48cf-b694-0491824a91ce,9,ACTIVE,SG,USD,REMOVE
19108603362794,894893c2-1c10-40eb-b9a5-70f8ac7ddaa3,15,DORMANT,MY,SGD,REMOVE
38903906317202,a3f8e429-5fda-4f1e-afe3-52f444c53745,14,CLOSE,US,MYR,REMOVE
4893654414933,6ca62a1d-4112-4ed8-9b64-9bd0da1b71fe,8,ACTIVE,MY,MYR,REMOVE
30431879848269,ac423c9a-c8c7-4edc-a5b2-3cc8dad0796f,6,DORMANT,US,USD,REMOVE
83892756773844,9aeb95f7-2803-43ff-9876-a7842fdc79d5,10,ACTIVE,SG,SGD,ADD
45887297810417,08c0ae2e-7969-4d68-ba1f-f71c044066f5,13,ACTIVE,MY,MYR,REMOVE
45875905157383,17707550-a4e6-42a5-ab20-e0456e63b88c,4,ACTIVE,US,USD,REMOVE
50040262279422,9e4ff390-7154-420d-af2d-66ff34db311f,11,DORMANT,SG,MYR,ADD
20401858783271,6f3e9d21-daee-44a9-9481-eef93ff4bcd8,8,ACTIVE,SG,MYR,ADD
7056661966163,a6fcf4cd-6888-4e19-90f6-efa899480b39,5,CLOSE,MY,USD,REMOVE
27245533449078,bdc75e16-ecf8-45ba-96a7-279d2b0a458b,7,ACTIVE,MY,USD,ADD
16737999969692,ac092c2b-2c0e-4df8-aceb-96c472a8ece2,0,CLOSE,US,SGD,REMOVE
92575962022031,ab4cf9bd-bdf1-4cde-bf88-cd3b4ea5b561,15,ACTIVE,SG,MYR,REMOVE
3192402143816,306935f6-b16f-45d8-a988-b4d5907f788d,9,CLOSE,SG,MYR,REMOVE
92232787233022,61769fc6-1422-4c5d-80b2-49d269e8a06b,15,DORMANT,US,USD,REMOVE
11938311512649,dea98245-41a4-4b0e-8209-d8893798d20c,1,ACTIVE,US,USD,REMOVE
88319551544735,2a73cdce-5d25-42a4-8aaf-96477fdcd488,9,CLOSE,SG,USD,REMOVE
72255029235579,b9d2f8bc-a4f2-4c14-bac9-3165157e6b1d,9,CLOSE,MY,MYR,ADD
26536421773508,7cde62dd-4b30-4eef-a236-85162d0284aa,9,DORMANT,US,SGD,ADD
57981778205174,f11292a3-7659-402e-a0fd-4abc9dbc52af,2,CLOSE,SG,MYR,ADD
77489285303262,acb9a5fd-ff8e-4454-8b93-cabbea696fc9,3,CLOSE,MY,USD,ADD
92382107244287,6f07ba93-70a9-4f9b-a1ff-f5be71a827ad,4,CLOSE,US,USD,ADD
7427865949702,ac52409e-ce0b-4da1-b246-b8ddefce3143,15,ACTIVE,MY,SGD,REMOVE
57264926998667,f8a81555-0973-4d32-a328-a4f53a7cdde4,5,CLOSE,US,MYR,ADD
12144242902594,5d3a466e-942d-435d-8623-e97a76e98354,9,CLOSE,MY,SGD,REMOVE
39002053822356,9a6140e1-45a3-496b-a8f7-408ba27fb502,5,ACTIVE,US,USD,REMOVE
60515161371939,36eefe92-685c-48ae-8d24-cbd020b181e3,15,DORMANT,SG,MYR,ADD
812407383542,662cd808-09ec-4642-bd9d-aa0cbb2f252c,9,CLOSE,MY,SGD,ADD
82766685601866,ed60f25c-fa17-458e-a861-17e527052121,0,DORMANT,SG,SGD,ADD
56330113093525,d54ad702-96dd-41d2-a2aa-27f7bbfc2930,2,ACTIVE,SG,SGD,ADD
47665436688344,9bc43486-cce4-466f-883f-58820418257e,7,CLOSE,MY,SGD,REMOVE
26962311553741,730f94b0-673c-4f34-97fd-32f175633d20,3,ACTIVE,MY,SGD,REMOVE
70779898573535,e4ae77f6-ebb2-4801-ac06-72f9f7190b45,9,ACTIVE,MY,MYR,ADD
61316884642899,a894be28-208a-4912-8145-55066caef078,15,CLOSE,MY,USD,ADD
56995203671804,0e2306d7-b85e-4ab0-8a6f-2901f0aceaf0,6,ACTIVE,SG,MYR,ADD
83372136025596,dc81e1c2-9811-4662-bda3-c83c4099d18d,7,CLOSE,SG,SGD,REMOVE
70894529576384,b25c2991-0075-4b9f-8dba-6437730dbb8c,12,ACTIVE,SG,MYR,ADD
88817732297459,cf9a2cfe-4978-48d3-9be3-4d060da4b8e1,0,CLOSE,MY,USD,REMOVE
92479848240169,dbe97347-222d-48f3-804a-5389faa1fe05,0,DORMANT,SG,MYR,ADD
57506950634928,ed1c53fe-0fb1-4a59-97d0-4a744d3f2234,1,ACTIVE,MY,MYR,ADD
41068390406198,393b09b7-fe07-43e3-be3d-f323b4a3b69a,9,DORMANT,MY,SGD,REMOVE
34522567041930,0e7edd40-2d2e-48fa-9093-c1c0367b45f9,8,DORMANT,MY,SGD,ADD
77240490586220,96978d0a-c6be-4db1-8390-b8471a9d907f,6,DORMANT,MY,SGD,ADD
27176034907661,1e11c99a-8e3b-4062-9f6a-fc96aba665ab,14,CLOSE,US,USD,ADD
70002884813475,5fcff1d4-400f-46f8-ab80-894b61fbe06b,10,CLOSE,SG,MYR,ADD
63384194135918,797e8805-05df-40fe-8237-bde632b732ce,15,CLOSE,US,MYR,ADD
78790936023992,7be801ef-dd47-456a-aa56-251a1c5b7f76,9,DORMANT,US,SGD,REMOVE
2175021413135,d97060ef-c08a-4da0-a9a4-d0384c22f759,15,ACTIVE,SG,SGD,ADD
17535883094482,829d3bf9-e7e1-432f-bc19-614cde47c5de,5,ACTIVE,SG,SGD,REMOVE
85931672041747,64c7b8c1-2858-4bfc-bc34-bf8313dc7e50,12,DORMANT,US,USD,ADD
26730998689380,243019d2-0a45-4c33-af2b-dc20c727f122,2,DORMANT,MY,MYR,ADD
4265400685046,2f3caf62-e074-42c3-b2ab-72c9f82a71ed,9,ACTIVE,US,SGD,REMOVE
22487102905567,896a83a8-10bb-4968-9946-28ccd912f70d,9,ACTIVE,MY,SGD,ADD
67734467888196,7fcbcb21-4b46-43b1-84cf-6e1e960caecc,9,DORMANT,MY,SGD,ADD
46989117688010,65b31f5d-733e-4643-b3d8-3a323a46aa07,9,CLOSE,US,MYR,REMOVE
22596760857022,6d004409-4d2d-4d32-b0ce-0111ad8823eb,15,DORMANT,US,SGD,ADD
23449723576202,5046febb-c437-45b8-ae01-5c2794e4a89f,8,CLOSE,US,SGD,ADD
20461546893051,d0a61c87-163d-4490-bd22-148410602eee,10,CLOSE,MY,MYR,ADD
14671206063617,80d1b93a-b5da-410f-a22e-55303b6dfc5e,11,DORMANT,SG,SGD,ADD
83608184589456,5daacd21-691e-4032-be05-50e18a6d90fa,10,CLOSE,SG,MYR,REMOVE
48691788367605,399d26da-9057-4bfa-8489-257b3c4b5a96,3,DORMANT,MY,SGD,REMOVE
39153630946798,34d80def-6f5e-4750-816f-269329070d87,12,DORMANT,US,SGD,REMOVE
83169452417348,c62e794a-2843-4150-9db0-412178e9c201,7,CLOSE,MY,SGD,REMOVE
87416807056814,177204af-ed85-4267-881c-ec4946f6a385,13,DORMANT,MY,MYR,ADD
88644675036304,b4b02aec-d56c-4ba1-aa96-a3ba42bf79fb,13,CLOSE,SG,MYR,REMOVE
11592274734927,dd356094-8454-473c-8705-25092b0dbc91,15,CLOSE,MY,MYR,REMOVE
38077580935875,f1934839-0ac6-44a8-ac6f-9ce83855fb90,2,ACTIVE,SG,MYR,REMOVE
94188432587226,93375233-85f7-4ce3-a998-ebb1c1eda91b,1,ACTIVE,SG,MYR,ADD
20058211121812,c3a4580b-b267-466b-9c19-beff3a5a557a,8,DORMANT,US,USD,REMOVE
48107729499640,21c1bded-1fa0-4719-9044-4b150a8bf75b,12,ACTIVE,SG,USD,REMOVE
85803121581370,c6caf158-d5e1-4f69-83ab-ea0d99498e5a,13,DORMANT,SG,SGD,REMOVE
57719073121148,6e05ccaf-ccec-4539-bc97-fa4ed4183cbb,9,DORMANT,MY,SGD,REMOVE
7115916773231,13a93223-98d4-4ad9-ab10-262558d3a6f2,12,CLOSE,US,MYR,ADD
63879522643482,589f8190-f743-4cbb-ad1d-498ada0dee3a,9,DORMANT,SG,MYR,REMOVE
76311896251686,2985c465-f4cb-49fc-b825-c048f4a1970e,11,CLOSE,MY,USD,REMOVE
17016169790819,caf962a0-b4fe-4b07-88e7-06d8abe33b78,5,DORMANT,SG,USD,ADD
33804876648809,f0f98e23-aade-4d16-824c-0848c4d74976,4,ACTIVE,US,USD,REMOVE
80056935445369,2c68acd3-d9cc-440d-9979-909c91f57bae,1,CLOSE,US,MYR,REMOVE
69348458730268,67e02842-dd1a-4c9b-a5f1-cda008044b87,8,DORMANT,MY,SGD,ADD
96502641119371,5f6e39cd-7041-4639-b911-6bbe4ea5942b,5,DORMANT,SG,USD,REMOVE
91270872321303,9e561c8a-8607-4e54-aa6f-f6b720ea83ac,7,CLOSE,US,SGD,REMOVE
36157039131260,59b5e500-de99-4941-ad42-47ce19897ccf,7,DORMANT,MY,MYR,REMOVE
29057851977121,fdce245b-8ae7-4f5f-8a53-f253dc412d52,0,DORMANT,SG,MYR,ADD
56469986853387,5002ee30-ed4f-4a71-a249-f9d8581fa291,2,DORMANT,US,MYR,REMOVE
53082198584262,31ef3049-9529-4dbd-a4c0-1fd065c08b67,5,ACTIVE,SG,MYR,ADD
6545027152586,cba62b2b-5a26-441e-a910-19c911af24a2,5,DORMANT,SG,MYR,ADD
39920963527845,6bed89f5-4fea-48bd-918b-932b73ebfebc,5,DORMANT,MY,MYR,REMOVE
37965403344176,8bd8e2ff-f16e-4885-a234-5bf508ab5256,8,DORMANT,MY,MYR,REMOVE
61841800299388,4f20ac62-8b76-4183-a061-f4fadfc3a58c,15,ACTIVE,SG,USD,REMOVE
16108173934662,4d472e9c-463c-4943-9f0c-59d14a10a6e3,0,ACTIVE,US,USD,REMOVE
87282644468564,09f09466-5b18-4150-a23d-cd870e8f3cab,9,DORMANT,US,MYR,ADD
48194757449312,54fe607b-ce58-4655-a42c-22c552161d17,10,CLOSE,US,SGD,ADD
37531851583228,4f4f5885-fa82-42a4-8ea2-0ab3fa5b785f,5,DORMANT,MY,SGD,REMOVE
27237986344057,b4674766-db4e-4bf2-864e-c3a0f9c59ed8,9,DORMANT,SG,MYR,ADD
32316539017341,21110961-2222-4b5b-be9e-3a8b8e5e9536,8,DORMANT,SG,SGD,REMOVE
28781427949758,62dd0037-8cfa-49c4-a065-7f56e8cb78b5,4,DORMANT,MY,MYR,ADD
74163128280460,f69b1b3c-490f-4231-957d-44b55ee71592,1,DORMANT,MY,SGD,ADD
1176346960496,a40b6a47-5623-4b1e-8d6e-ffd31c82eae7,1,DORMANT,SG,MYR,ADD
90878587172260,285fbc78-a215-4a5c-9c0f-1269736edef0,9,ACTIVE,MY,MYR,REMOVE
46671354780932,c25c5fcb-509f-4dce-9c1e-9a91915ca9bc,15,ACTIVE,SG,SGD,REMOVE
82492215535019,350e3a8f-b983-4439-82ad-3a9ded6b6c7f,3,CLOSE,US,SGD,ADD
30067334236221,fb949cee-57fe-4e32-bf4d-99d14bca5a39,4,ACTIVE,SG,MYR,ADD
73528223698899,007c6eff-fe31-4523-a0f3-0d522bd51b7d,8,CLOSE,SG,USD,REMOVE
13429119677252,e17caffd-2eb8-4998-b6b2-e784bf755f6d,5,ACTIVE,US,MYR,REMOVE
36659860428071,a391e4d9-8c8b-4ef3-9c54-682194ab9fd8,15,DORMANT,US,MYR,ADD
6529681745303,45a78a15-56a6-4864-b0e8-16bea4b904bd,13,CLOSE,US,SGD,REMOVE
45439521726480,33b4fefe-64cf-40c2-91e5-9b8f662a385e,8,ACTIVE,US,MYR,REMOVE
83273591760613,51325484-986f-4a47-9e6e-ea58c4efe21a,6,DORMANT,SG,USD,ADD
38402280941014,17a4bc8e-a10c-4fe4-a85a-1f03f1fb1f86,4,CLOSE,SG,SGD,REMOVE
25592854710169,40a1baae-0b43-4731-be46-98a7e7d46e04,10,DORMANT,US,SGD,REMOVE
97790470373056,c5ef7e52-b879-46cd-a49d-f1284576d689,2,DORMANT,US,USD,REMOVE
4369684331268,e7ea6245-eeef-4c66-a483-8708f1559096,1,ACTIVE,SG,MYR,ADD
6539875656379,5a5ef9a4-ecf6-444d-95a2-68372ecf4eef,11,ACTIVE,SG,SGD,ADD
45405653811815,c35df8f5-d973-49df-8b75-364697844d01,15,CLOSE,SG,USD,ADD
71570303144323,6cbd4ce4-f6a6-4260-9aab-a144823f3534,14,CLOSE,SG,MYR,ADD
62520265504522,df5c8f89-49f2-410c-bc9d-54481e49e507,11,DORMANT,US,SGD,REMOVE
1761731360765,d66af576-dd08-4913-bb39-944089e3dfce,1,ACTIVE,SG,MYR,REMOVE
56695569697310,f4d19d9e-ed04-40d1-871d-f393893e8ece,3,DORMANT,US,MYR,REMOVE
10570123807132,7286bd47-d6de-40e8-8202-9d7d2cd912a5,9,DORMANT,MY,USD,REMOVE
90117172834021,48386109-5027-4a4c-b27c-4409c6f02bd2,9,CLOSE,MY,MYR,REMOVE
92477034676337,c8dca9ac-dfc4-47a1-b3e6-82d1a757e5e4,10,ACTIVE,US,SGD,REMOVE
93947778654469,b2e7099a-7261-48ef-835e-c240e91b3c24,12,ACTIVE,US,USD,REMOVE
83448687587553,b3512b03-f21e-4a7a-9212-e8c259beecd5,13,DORMANT,MY,USD,ADD
49263648089120,b7a180d1-2ff6-4ad6-945d-3abf43fbadb0,0,DORMANT,MY,MYR,ADD
54618444421578,43944d18-5778-4a34-aea5-38821b34fa85,4,ACTIVE,MY,USD,REMOVE
98454727957864,1e92ab25-d555-4018-ac59-cfeab44cfe88,7,CLOSE,US,SGD,REMOVE
58392189453220,99ada405-9738-4653-bc67-5c7ddb4e5a3a,10,CLOSE,MY,MYR,REMOVE
29632182158692,f1a44453-6edf-4817-859d-4fbd27178e18,5,ACTIVE,MY,SGD,REMOVE
86206507192714,1a8bacf2-e753-4d62-b3ff-60b7a3514d02,6,DORMANT,SG,MYR,ADD
48447445896269,b58ec0db-0e55-4e17-a01a-04c26ad6ffaa,5,CLOSE,SG,SGD,ADD
68467351514086,04eae995-cb97-4d3e-8395-2828927d1022,11,ACTIVE,MY,SGD,REMOVE
93581252094019,1b63b468-4350-4894-8001-82caea1d63d4,2,CLOSE,MY,USD,REMOVE
35400613808726,ef87b86c-e5a0-452f-86e3-8576cde3dd1d,8,CLOSE,MY,SGD,REMOVE
91062584305498,19a872d7-881d-47e5-ba75-f92d267f0365,0,CLOSE,SG,MYR,ADD
77718703040559,8d2db99d-1b82-465c-bd37-b5fcfaa289f1,2,ACTIVE,SG,MYR,ADD
45756961262641,975270d2-9c96-4998-868f-ff54783df8ee,10,ACTIVE,SG,SGD,ADD
19951980895146,c273c6c3-242d-4bd9-90b3-2714687d4bbf,11,DORMANT,MY,USD,ADD
55323273678622,616f04e8-705f-4b51-868c-28a2787eb1f9,4,ACTIVE,MY,SGD,ADD
84265220946771,8733558d-513b-4b5f-8a0e-ec82c2755a9c,8,CLOSE,SG,MYR,ADD
71921509552037,0bd388d3-b177-4e31-9165-d87c1cb8f326,12,DORMANT,MY,MYR,REMOVE
38125156760572,da3a1647-b3bc-4df6-aab5-6c0aa013f3b5,3,CLOSE,MY,SGD,REMOVE
5507499461275,f6021f88-61c1-4d3f-b5d2-75a7a68b5d75,13,CLOSE,SG,SGD,REMOVE
74232957035632,11ed2b24-1e16-4688-b53d-8009026e8a02,13,DORMANT,US,USD,REMOVE
59320035745113,e9c863ec-dd85-482b-a35e-1850d827a891,4,CLOSE,MY,USD,REMOVE
64934848906754,c854587d-952f-49df-96ad-0907ffa6a807,8,CLOSE,SG,MYR,ADD
56349678194721,aa556d12-b1fc-4ef1-a4eb-d45dd298f2c3,6,DORMANT,SG,USD,REMOVE
41753120486882,a3d5eb08-58c9-4625-8e41-db2d1445e562,3,ACTIVE,US,SGD,REMOVE
65844638774516,e42e1216-fcec-42a7-a77e-e5791eca8bb5,14,CLOSE,MY,SGD,REMOVE
48389597346725,db92f904-9956-45c4-a52d-38f2d68d6274,12,DORMANT,MY,USD,ADD
65942528166163,51f6c20d-af1b-4de6-b73b-c07f144dba4b,13,CLOSE,SG,MYR,ADD
