paymentId,chargeBearer,requestedExecutionOn,debtorAccountNo,creditorAccountNo,endToEndId,currency,amount
ce5eaf62-bdcb-4b2a-ae2f-f769065c0db0,SHA,2021-02-26,97015762932961,85457527878496,47e61c38-5999-48a1-93b4-cc965800b0ad,SGD,752768
f4a2f5b3-0557-4108-8ce6-e720baac08b0,SHA,2021-01-23,14404377264732,30680634447011,ad27334e-9112-463b-a711-0a420e0dedb0,SGD,419881
0701ab03-eba8-435c-a8cd-8b5131344c33,OUR,2020-12-25,25139833089795,90526446059961,e89d5582-8e75-4841-846d-7891aac1d0d6,MYR,298964
5921c8fb-6d34-4640-bd40-c9fcaed3d6ae,OUR,2020-12-20,25840304648203,88403184524531,c593ca85-8b6e-4684-8898-a1fc76be973e,SGD,89027
fd19fbb8-5b36-4cf4-8f0e-40d955396c09,BEN,2020-10-15,49296212553541,26821315322939,813dc6f1-49d9-4ca3-9e05-b44d3d8eb94f,SGD,325910
5fb4467b-b2c3-4ebb-a995-c2cdfab8e6a9,BEN,2020-10-22,89524883685937,48156252443805,5d474429-1218-40fb-8f78-5c03abcee9ae,SGD,503627
00a985fd-cc2f-4b9e-ab9f-6c6694ab53a1,OUR,2020-10-13,20132785447453,55034988164832,fcaf1914-7d51-4a37-a64d-ce4cefa7d02d,MYR,435760
4dbb8c2c-1ce6-45fa-85b6-dd87d83cafe1,SHA,2021-02-21,65541098944843,56537369343982,5afd8f36-078b-449a-9f05-36655b1f64e3,SGD,678148
121d3ee9-38a4-4242-b820-c31867278bcb,BEN,2021-02-06,21572588460184,66805792271761,fb73c085-ef30-4cf5-9cb8-dfb2deb4bce1,USD,233182
5f7b5daf-41f4-4fcd-bc8e-1d457c7626a3,BEN,2021-03-03,41414004454277,71318873815272,e790a045-bcd3-4a9e-9fc9-52174cfb23b3,USD,637266
9a852948-89b3-4a17-ad49-e6187d9fbb7f,BEN,2020-11-15,91733809554745,38340595153588,c1ac6c3b-661e-48aa-bce5-91221062c6c7,MYR,976360
7d1ddd5e-b142-4d81-a3da-bdbb428947be,BEN,2021-01-28,72820651097715,37086807761729,e0d66d66-4324-4db0-9c1a-5bc98d40a866,USD,378216
5e96aad7-9ef1-49b1-9b12-b72aa7944b89,BEN,2020-12-03,23964964700557,85170679381957,229c137b-28be-45e2-b8e5-31ce928fcf70,USD,791299
047496a9-a427-489e-bcee-a5883bcbc4af,OUR,2020-10-11,64883657453477,39049035958883,76f3d28f-05a9-4cf8-b3bc-7a32b9da7959,MYR,248483
3b7688a8-09e4-4de1-9bc3-be0952c94db3,OUR,2020-12-30,86137110085519,57075701402346,5b93c1c5-5b79-4e80-9ec8-dd9004923769,SGD,998488
76a9bc13-59b6-47d4-a4bb-d2c0afe02f17,OUR,2020-10-22,94426237994827,99200097974020,4f127c1a-734b-440c-b8fc-cf86c01b5338,SGD,538775
11bd8a99-c018-44ea-a111-1f4d7dadb1d4,OUR,2020-12-29,13770318756985,53892653559788,7a02fcda-1a15-4153-b1ff-db8c01ee50d0,SGD,237589
2cd83cfb-5eab-4aed-b01b-00799480526a,BEN,2021-01-04,33117240700167,68319445656779,04551093-1a39-44ec-9ea3-f11c1174ca5c,SGD,503424
d93fe0dc-9037-40dc-877f-7419bac92e45,SHA,2020-12-06,28597804213491,62344923570514,1880e839-be38-4af9-8d09-be59f176c36b,SGD,715149
b7997b04-1534-4642-b829-dc4643524a8b,BEN,2020-12-05,1357162858730,48982173378029,5908f277-518f-488b-a558-c2b0be3e9ad6,USD,941280
98341d37-9a66-4407-ab70-754b12efbfbe,SHA,2020-11-18,45977999934352,20787479327875,0e9daeb1-315d-4c54-9cf5-80c94db7fbad,USD,740247
0f5c9d22-ad23-4404-85d4-389eb20eaf1b,SHA,2021-01-06,12322441249775,62678118410182,861c51b0-7ff2-473b-bbe1-01cf8f387b97,SGD,841489
7fee7400-315b-4aa4-b2ed-8109ee8afe31,SHA,2021-02-28,54563165061221,6503029446073,f5297067-7964-482a-8a7d-751c65f0e612,USD,380763
ea6e0458-709c-48c2-85fc-9b6b57ce3406,OUR,2021-01-14,57429965544789,45978844929368,57fbbc5c-204d-4150-af0b-5946e75c4d4e,MYR,118743
a04d5694-611b-4aa5-8f9c-43c4da2b57a5,SHA,2021-01-09,71943329181881,71808885960231,8b5a85dd-ac19-4f0a-9a6c-3d1699517f12,MYR,473658
d44ec427-3f39-4a59-87fd-7726d4fcd45b,SHA,2020-10-21,8643560333475,72270301207198,0fdf09c2-7d6b-4746-b55b-338c8e95d9a1,MYR,25555
aaf35891-96b9-45c2-a8e2-44ca97e98fa5,BEN,2020-12-30,67204191804085,84889944966919,30c50585-5b09-46ce-96ac-e935f1aab2a9,SGD,87950
f8ca3223-a8f6-4b3e-beba-838181deb126,SHA,2020-10-18,69390193482409,82653206223326,cff62f9c-3270-4680-bc16-c188483343d5,USD,905707
1546f77b-07a5-4642-b2fd-4508922bbe8b,BEN,2020-11-11,44727352366183,8678207636105,543e79cb-854d-45a6-a3ea-7509ee58ea64,SGD,356179
3708dade-8260-4e3c-88b1-6a1899343ccb,SHA,2020-10-13,86429714545261,45791413887062,8deeced8-23d5-4ca6-94ed-c47668efd7b3,USD,255096
6053d915-e52d-4ae0-b98d-513a12cbc22a,BEN,2021-02-16,88071721750004,85199898539080,030b36ac-7fea-4847-a679-44238176c1d8,SGD,561832
61af5a06-0b48-4868-ad50-40684a14a6e6,OUR,2020-11-02,65821583296555,68101647503887,1369d42f-060e-4907-8906-0f7ee23a577c,SGD,187341
dc25e1b8-3211-4603-b575-141e2977fe73,BEN,2021-02-06,83471858921002,24083226016706,9a7f3a94-75f4-4c8d-8316-3273f8c17d96,MYR,758587
916f011f-e076-40ad-b409-4e6097d9765b,OUR,2020-11-24,34309945965358,13988601895303,4de3c287-5797-4bae-9fc5-f5ed4ad36556,SGD,356653
02183a5d-af0b-47db-94f9-1baf20e01306,BEN,2020-10-24,32080278953026,46328657488225,3cc1897f-daf3-49cd-ac2c-cc05465421be,SGD,312770
04e01146-f961-4316-bb17-5ab01fdbf033,SHA,2020-11-20,14631672408235,39877629616115,a59a4d4e-ff74-477f-98f7-f836629c6519,SGD,534272
a9648c87-2a84-44d7-b90b-8b00f227e1c5,SHA,2020-10-19,88390893313901,65098657370887,26ca1b64-c075-411e-b865-c2ccec1c0902,SGD,428379
dacb5f3a-eb37-46de-bdb0-fb2046d65d51,SHA,2021-02-02,76031092784423,28069836700316,21b23673-adbb-447c-a378-bff3c75d6c6c,USD,454722
d13d45a7-77f7-42ff-bd37-3d4df746ad57,BEN,2020-10-17,18862501319839,78698127458246,76532eb4-df4b-4c7d-9ec5-537b1bab3791,MYR,38328
b488a63f-3aa3-4d00-ac00-47fd5ff6b704,SHA,2020-12-04,28284314768799,18064166981892,32283eaf-7d64-400d-b06b-979429a0cc54,SGD,123762
b14c95f4-7d2e-41dd-a593-a8ffb8867018,OUR,2020-10-22,60491676265402,79743798472702,8688b17b-acb0-4344-b0fa-4f0be68598ce,SGD,899707
71affab8-04b8-44c1-b75b-fd26026dc731,SHA,2020-11-05,44268309858988,23716508550049,a4383dcc-6862-4d3d-b521-98a1329f7a1d,MYR,37853
b73b12fc-f85d-4972-9963-7e67c4b79cb7,BEN,2020-10-30,83724950938363,24291472332680,64e78c4f-11df-4244-9298-a034e4475b33,USD,532347
fc80fced-f729-41c7-be87-7e740f62ce67,OUR,2020-11-13,5177558280750,38069453046500,b03aa85d-8d40-46ae-bde3-09bcc3aa0d36,USD,201739
e54102d9-ba43-4e67-b635-181794ab78d3,BEN,2020-11-11,19649464363859,29977195886982,cbcda206-1b72-4d00-b1c2-ef8a04698733,SGD,321447
024bc5e6-659e-4976-a2fa-7f74e8eea3aa,SHA,2021-01-14,72089353299268,20944717803883,0f5faf87-9bdb-4b63-bd82-99f0733f36ba,SGD,363229
73b186b9-02cb-4b2a-b93f-cda6ba95523b,SHA,2020-12-11,1519689088665,76345174733679,3c93c068-d1ed-4d40-ae66-e08ba5a9ac99,SGD,927219
0230e6e9-5df0-43ca-b0d3-1983bc512188,OUR,2020-10-10,13543753636666,17169282694591,dbfb61bd-8946-40b3-82f4-32cad6222eef,USD,527554
320abeb1-96e7-4f1b-a2b6-0ce29cc5d6d3,BEN,2021-01-18,26506702679042,9743118099900,f2078e92-e337-4bad-8a9f-c1175503ae86,MYR,221133
b74d01bd-d015-4473-8602-0e7fc1c3988e,SHA,2020-10-21,77834100550997,22393668299356,4f0b8409-97aa-4ef9-88cc-6cfa5859b48c,SGD,538913
3f31f233-949d-4b4b-b8ee-68d6cf028c31,SHA,2021-01-07,27422147535176,32256516367606,a6751ebc-5a61-4764-b17a-800cd2a6250a,USD,631985
444a68dc-1216-4d64-be40-39cc26de3fd1,OUR,2021-01-08,38971334660712,48577295811140,9b9ae078-7446-4d55-a1f4-36c65d99bf41,MYR,264334
fb424829-e683-4a60-b934-04e8efda51b3,SHA,2020-10-14,15340127503672,70350255523357,2d301ef3-7fa1-4cf8-b298-ab5a132cdef9,SGD,440590
4af53d62-98e9-4bff-82af-088137e37a46,BEN,2020-10-19,9241408673645,63037726376027,bf5de6ae-043e-4d24-86ee-98de527aab76,USD,367308
08ead9fc-9ac7-4d71-a039-efe6ff5d1b42,BEN,2021-01-06,79411117544116,95335248663095,e5b8a032-a6d2-47a3-8ef9-b81168ea7f64,USD,595305
95300263-b280-4954-aff2-f34a89543085,BEN,2020-10-15,25498762087985,51855713887083,007e23ad-15fb-48d0-bde4-4a07e5f717a3,USD,470448
05186b61-cc06-4675-83d6-346446269218,SHA,2020-12-16,54224956433447,79705699158519,1f17dd2e-de2d-4750-beb3-562e6f8c652e,MYR,557710
a4e46e8b-b794-4e2e-b014-acc2dcad653c,OUR,2021-01-11,7735212447919,99498181801215,ff2a5226-4a7b-4386-a6ca-7a2435a0c949,SGD,7501
dd075e1c-806a-486b-9a14-44c7f79383a2,BEN,2020-11-30,10931015553391,86350570341936,574a869f-295b-49a9-b90c-58632be7dbe6,USD,991165
7ad458ff-89a4-43b7-b733-7d4ee333f2b5,BEN,2020-11-25,109213983354,40612621250878,31d4b1dd-b0f1-4647-a0f6-9970449c6a43,SGD,12688
073fdfd0-ca41-4c9f-b3b7-40fabd8090a8,BEN,2021-01-17,44232850632968,24196842649467,03fe40a5-b32e-4dc9-a340-3b5893d11832,SGD,115303
5f2d4d74-2880-4167-b649-4b8d7798e82f,OUR,2020-11-06,26229196665132,1711988814932,65f8e585-d175-4c31-81f5-f98380f9ee7d,SGD,863739
0353a8b2-fce6-4999-a2b3-7713ca31c2b1,OUR,2020-11-16,63342298149586,49803801243217,b5114467-6ebe-456d-be23-befe374465fb,MYR,18664
d261aec2-63a3-4601-abb6-3c2abffbc9a6,BEN,2020-12-27,67373675622730,66253381593277,ff00202a-874e-40cc-b8a2-59adfd392dd9,USD,991111
004b16ba-eda3-446d-82ab-da56384c6dd3,BEN,2021-02-02,4974075923201,52029680959322,49eb5f26-9b9e-4ca6-acef-dafce0a4019d,SGD,717176
da7ac9be-13d4-4995-ae63-696b45add530,BEN,2021-01-03,81616171468345,77981986269708,d3ebc486-8b49-4bea-b525-dbe0d2b6e5b8,USD,805888
2475956e-52e4-4944-8fbf-2a3e98e8e7f7,OUR,2021-01-04,39043076095382,58902519467588,9534a6eb-8d3a-4e13-a53b-e83faa9ff6df,USD,100461
6481fbcd-c763-4cd1-8fe2-3a55695ac324,SHA,2020-12-17,93354450322391,49937341673635,7f06c555-e376-4b1d-a1e4-6ab06bbb13e2,USD,429004
ef7122f2-5e3e-410f-9f6c-7f23b8c31129,SHA,2020-12-19,68431336062999,43248467283428,2b72ea58-f634-4fe7-bf38-bed924170d85,USD,154361
19e7a8f2-c21a-4ff6-a774-4706dc14e5aa,SHA,2021-02-24,29251680121249,83417186920614,275a0a1c-6301-4f21-8348-88618b49b2c4,MYR,858355
617b3273-5c68-46d3-8d39-e45266d8d4d5,OUR,2020-10-16,49208363115667,53792852712115,22db2507-53ef-40be-82af-74e892942f8f,MYR,336155
9502efb0-c4db-4c76-8c80-a336a05c7109,SHA,2020-12-03,47210646548811,46297323180946,fa5bbbce-74e0-4ddd-bfaf-2c23ffadc350,USD,269000
d56c52d1-1368-4684-b9ab-92cce72040eb,SHA,2021-01-29,68416859067870,17668119210152,25f6e30d-7e77-482a-a4a9-559af9dad46d,MYR,84111
e1bacf24-acbd-432c-827c-71ea9296a5ee,BEN,2021-01-20,57210668581819,35214154409747,be65b780-8dc9-4edb-8b2d-daeedf900d0b,SGD,554989
f27c8add-0bc0-49e4-b6e1-fe5337bd9430,SHA,2021-02-05,88464194513107,26961085724782,cd5a1f80-8b4f-45db-9792-0b056fc47d90,MYR,429933
a3f991ec-cdb6-426e-b13a-dde0129f5837,OUR,2020-11-08,16995258171093,30901983855651,80902676-e54e-4870-8038-29e03b2fecb5,SGD,153425
2a108ae1-a7f5-41ba-8207-fee6570bdef3,BEN,2021-02-27,74368713857910,74832392567765,2ac2f6ee-1080-404d-b11d-c6d84f3ed895,USD,703355
84643160-4200-477a-8eee-efb8f68f72c0,SHA,2020-12-04,99299225458376,33318780517375,7edcf933-194f-4045-9ead-9ed9417ad65f,SGD,298384
2cee1cae-0061-4966-8cc5-fa32a0f0eda2,BEN,2020-10-16,30939241502471,29352340516058,df32dae1-aa3a-4feb-8733-ce147b14c669,USD,84541
e5e85227-cf7d-4e72-b00f-7b8a9b3e20b4,SHA,2020-11-17,22759213766619,25973701844806,0756c8fc-f8a9-443a-8789-2209024c49e8,MYR,363668
0935aa27-8134-4e20-9d06-586449fbbd54,SHA,2021-02-22,67793686212665,80919565318961,891eb775-42e7-4f48-906f-e14b2230d2d8,SGD,950109
f636c988-6a4f-4d76-90c1-64c2052c487e,BEN,2021-01-24,18541877615378,68048742605002,0cfd6a1d-7d7f-448a-a708-943c474ef5bb,MYR,885639
b1940d99-e5ac-4025-89cd-fd393671fbeb,SHA,2020-11-01,65303390192593,40387579337247,2a312522-a72c-4249-87b4-c213b7cec482,MYR,649946
b5acf5a0-cdde-4097-a939-b2b8b859c139,OUR,2021-02-13,22512632949616,13834041887188,1f62044c-f870-439b-b8dd-9869591b3ded,USD,906940
392072d7-de3b-46ae-8c3f-55962af5b814,BEN,2021-02-19,88817239099861,84146282462482,42aee6a1-648a-4ad7-a186-e0355de322ba,USD,838741
9b83ff7b-3ce0-4140-a76f-485444c53046,SHA,2020-12-02,89729270631346,91180627787350,73df6484-4c2b-4361-958b-de114f0ae2ee,SGD,350552
525df3a9-d061-4ca0-a3ad-105a5f5681f2,BEN,2020-12-04,76061727575994,86234583333762,906c109e-77d2-4d55-86fb-9cae062a5cb4,MYR,410163
a3cb2afe-c683-47f9-8aeb-023c821866ca,OUR,2021-01-06,78729087560324,79952969832153,ccd426cf-7e72-4895-8573-1d368640d0a1,MYR,356937
4fecd389-8ec6-4619-b25e-24bb2c5901b4,OUR,2020-11-23,96397588530359,62002681893247,e99a101a-3efc-4666-a392-28cac0280f9d,MYR,930223
6a6e5d32-50fb-4e05-b9a6-78b7ac104713,OUR,2020-12-11,44936866251870,84011967786405,2a82a571-586d-46bc-bf92-9e9759bdad09,SGD,215322
787be788-cf2d-48df-a643-1f2f58e35441,SHA,2020-11-14,55562107405654,73963685762471,3d74551f-8e8c-45ca-9207-f4df326de74f,SGD,365838
eef33f2b-2abd-48d2-9c65-50419cf0d802,BEN,2020-11-15,57668611220956,85429524042497,82253d6e-d4dd-48f7-b8bd-77aa34e0602f,SGD,549459
576af2da-0dce-4993-aeec-7ad51434a608,OUR,2021-01-18,21757306376326,46515384404896,359e7544-722c-4f5c-aea3-40cfe446d237,MYR,356591
fd43ada9-859c-44bb-af5c-0077e3389429,OUR,2020-12-24,98911678541026,52166802685641,54ffd97f-83a2-4d15-8dd0-2af586801f85,USD,393739
ba3b6abc-5a73-4687-a56d-8b46355a372e,BEN,2021-02-22,57094951696090,56675188357756,3c8dca1e-5ec6-4de1-bd38-deabdc5513e9,SGD,518059
cde035ab-7ecd-4c55-85b7-63ed524acc96,BEN,2021-02-20,36795964401940,57379515365627,091f4668-71ae-4031-830b-1e5625403e24,USD,912010
dba54616-7054-4b38-86c4-76dd7f71ded3,BEN,2020-12-10,89998679153057,92370940869989,e31a909c-bf06-4c04-be1e-22d067db76fd,SGD,491499
028a2dc9-364f-4938-b50d-b1be0a07cb9d,BEN,2020-12-10,3473128876933,8949161973756,87eeee47-c15c-4ac8-a967-ec35f9096b38,MYR,586699
c7bc4457-0f13-4136-8185-41726d8bef21,BEN,2020-12-16,40894342061345,96615970463135,2189b308-f458-47cc-b95e-7f2b553b2ceb,SGD,964326
f3151e5a-1033-4366-b8ca-6e6badccf554,OUR,2020-11-22,82001118582429,18272854987373,6e108357-1c39-4830-b4fb-536391ed9ecc,MYR,618589
f410e37d-a1a9-4689-811e-ff29331cecd2,BEN,2020-11-11,16554336266794,75202805649038,3f4133ce-6237-4d68-b2ff-97d361589a89,MYR,943350
6aceefb0-743f-401f-8dd4-fd82fb4fc683,OUR,2020-11-07,54974703414973,55782003090838,3a4ead15-20b4-4629-a454-754560ef1d85,SGD,174283
b56a04d9-7939-4d19-8fd2-d1e434f1bba7,OUR,2020-12-24,88563221554750,24818828337741,f8e3366f-32c9-4470-b7a1-dd74b0f4d3aa,USD,907089
db1574fa-9515-40bc-b205-af0026a4b5f9,OUR,2020-10-27,4247180321674,29396295533080,275e9cdc-41df-427b-8c3c-30f62f3b8105,SGD,223198
fd15ad1b-84d2-43c8-8fbf-e9a72dbae8fa,OUR,2020-11-09,11917648477794,79304262877408,dc9fe2cf-ebcf-4aa5-81eb-1fbc4fd16ce1,USD,557578
3ffc4460-50ee-4b39-9231-a665d4161424,BEN,2020-11-02,46376262641126,55020374501514,ca29f347-b72a-45d8-b3d5-5a2ed3b7b04e,USD,776480
993130d6-4a6e-4c0d-8143-1ff1f0198515,OUR,2021-01-08,92091582965873,3657962778508,c44d533d-32e1-47a4-8adf-3334f955293f,SGD,566202
fbb4bc5e-4e91-47d4-bccd-df9e5244df83,BEN,2021-01-08,83203191110597,73072233506814,e2840f99-6653-4d7d-986b-f9facc72585a,MYR,652355
16a25411-a42f-4d13-86e1-3ba57b153f5f,SHA,2020-12-05,44304853191504,10800471638079,46862066-8a52-415a-b754-c80d6ba44481,SGD,201258
407d6e36-18c5-493d-9fb4-acb5ab1de36f,BEN,2020-12-27,54796948477828,97361943743183,a4565d7d-2794-4568-b897-12e4d315db27,MYR,47829
4a224925-289d-4e09-b7fa-8b3bb05be94e,SHA,2021-01-26,29206181189409,10222576301600,5bd7f66a-c21c-4940-9162-09cf7ef0766d,USD,499801
