paymentId,chargeBearer,requestedExecutionOn,debtorAccountNo,creditorAccountNo,endToEndId,currency,amount
9582bf20-9709-41a7-8667-02ebe5757a71,OUR,2020-10-27,29418299155699,39327523980799,3a19f222-348f-4af2-8c44-3281fc07032e,SGD,249051
ed152217-7564-416a-9570-f30ac7dbc843,BEN,2021-03-02,84512707189473,65942203548962,e1b0c07b-e07a-4b33-911a-4a6498b778a7,USD,880416
34a5a343-23af-4123-9ab3-7236d7f38304,BEN,2021-01-10,15079969723563,27664988725443,cbae72d9-63a2-44e0-9ddd-07310b75b6a0,MYR,725130
5e4b03fe-72e1-47b3-91dd-d219c09f2b71,SHA,2021-02-20,24207714843572,55527573206209,9efc7135-2877-465e-892b-52fb7ee7149e,SGD,68931
925724fc-abf8-4362-ad70-a35caba25657,SHA,2020-11-28,54156431326224,65054139310611,bed76ded-fb42-4816-929e-6ab4d8e41de1,USD,474130
ca322bb9-9ca8-415b-96c3-ba220920c0c4,BEN,2020-12-10,14416579618418,89699048415278,bc08ff7e-bdd4-473b-920c-924150e16787,USD,560932
ccc799d1-286b-4627-bb1b-42fc66320073,BEN,2020-12-27,92568793018448,96266258372307,94ada1aa-3903-46e8-9cde-a94f8e824ece,SGD,531630
3c164eed-0466-4ee1-963f-1af3118ac585,OUR,2020-11-06,13217845214031,61726131884267,7ce3d3cc-62df-4be4-bde8-9b80773c9079,USD,359779
0bc29142-8606-4714-9a36-678c95965d8f,BEN,2020-11-20,34112545943313,72386478667462,7aacf167-9b0a-47d1-98f7-3a693f4cc3c6,MYR,741904
b3caf372-9b25-4d2e-97a3-2ff80932ecbd,BEN,2020-11-15,9365611070492,80835916054690,0a6d67bc-9c2d-4450-8422-2c82325ed7c1,USD,641705
85eb8e23-9a0a-4b21-9831-6dc40b7d74fd,OUR,2021-02-21,57737699774603,73721964353639,b336a7fd-7976-4142-a640-d5fccd41abd4,SGD,206023
cbc417df-f2e5-4f98-8cbb-cc26bff19e06,BEN,2020-11-18,4359541685897,59589452128513,738b492e-4795-47c7-aa2c-68c671942ad9,USD,946851
5e9448ef-6774-44fb-86f9-3c0738204f0d,OUR,2021-01-01,47813130850817,64464615706047,b1abb9da-46e4-4fc2-943f-494fe7b0c881,USD,215728
fd4a4578-f6f2-49f2-8568-2eb97d48bf5a,SHA,2021-01-01,76077552638834,95606634028585,b2317a83-e786-41bf-8655-82fc4d9bcf9e,SGD,125900
652cb63e-e932-4777-89c9-7aad186a5915,OUR,2020-11-26,10775757391338,9429382188399,1e976e39-5c1c-4f50-a8f2-600f4bedead2,USD,170312
dde11542-042f-4be1-b096-99347bc7043c,OUR,2020-12-12,83077681444308,32898485430249,daac93d0-bd5f-4141-bc0c-5e97e9d858df,USD,904775
10eac660-d666-4901-aa5a-4e123c7d371a,SHA,2020-12-15,2831589243943,47890131027827,3e128574-245d-42bb-84cf-57252677dd35,MYR,145827
c7ea0e27-de56-4998-9a96-02804f5bb40e,BEN,2021-01-23,65111771569866,69991090215289,f720e7a8-6a94-4372-b173-ddf8a7acc358,USD,247756
fbeb01b0-6614-49f7-bcaf-e532f21b39f3,SHA,2020-12-23,38438465196290,96373969456759,7574fe79-49e6-436a-a26a-552576fb2417,MYR,84146
5cd775ff-9223-40d3-a812-ad9827ae69dc,SHA,2020-11-04,67913067175708,49693351940147,bcfdb219-c8c7-4429-bf16-da7030a8c617,MYR,808282
2153a027-0a3d-4187-bc7c-3050db0134ec,SHA,2021-01-28,25940891336240,47134143062020,5f3a713d-f08f-49c2-9127-d92479d7d4ff,MYR,101888
eefc7dac-96ad-4489-94b1-88c5e31c3008,BEN,2020-12-20,76394714683578,41002293919239,627e3bb2-7d6c-450b-8cbe-73c55c4d053a,USD,870253
63dd2158-ee9d-4160-b48f-e5fd24cad466,BEN,2021-01-09,27409298692335,1743682086504,aca36821-3408-4bf0-b991-db787b07d619,USD,809781
9fe25976-075d-421d-99a3-71b7450b4944,SHA,2020-11-26,10974542736497,78728874231255,df50ff20-cb8e-46fd-b63f-1ab9b774e640,USD,536881
9b576344-0e16-46fc-ac92-73248e518fb6,OUR,2020-11-06,15289705083010,82592936272825,c35a60fd-3b3c-4c12-bf8b-10e1f9cd301a,USD,523093
643834db-f094-4a2e-b7f8-91db45c927fd,SHA,2020-12-15,43656297955127,22122788497272,767e18c7-52c1-49df-b5ec-6aa05fad285c,SGD,292940
4c65485d-ac1a-4df7-8f7e-b5a74c1d8701,OUR,2020-12-19,45827015868975,57924900300713,39ceaed1-1370-40dc-aaea-79fb3e2d1480,SGD,287116
28408265-eed4-4e49-95f3-9fc272578527,SHA,2021-01-02,93250856509889,25150975848009,9823f1d3-bf59-4695-ab0b-ce3ca1638fc0,MYR,333194
8afaae53-f309-4073-9fd9-294def1fb69a,BEN,2021-02-22,49538566601700,14394552778388,47e11b95-2733-4bc1-bf3e-77b0d03b8644,USD,993683
bf3a3247-57f4-4e36-80dd-13c3e012eff4,SHA,2021-02-14,19627946562207,98436874468989,bdf97061-bb20-4d79-82c4-161c2a913f8a,USD,749529
5a1845a5-1248-41ba-8e12-106098193652,BEN,2020-12-24,9996918372180,45929130059461,5598dc3e-79d7-4880-a0ea-08f38608c699,USD,629262
21b224c1-3c4d-475c-ada7-e81714dc6441,SHA,2020-10-16,63337182485138,76177021470440,a3799e15-fe78-4834-a86a-dd9ee993157c,USD,334719
7d618d6a-99a9-48e0-be5f-679b274923af,OUR,2021-02-25,85901629088393,84139661196989,f68913d3-0d1e-4e32-9dda-6535c3814e37,MYR,860019
24628259-a85b-44c2-a3db-2486f3a4fe0f,BEN,2021-02-07,41345491702589,21916974521211,51181158-6ee9-4836-ba60-89b9998f3d7a,USD,300726
0947dac8-f252-48fc-a414-b93c446b276d,OUR,2020-12-11,85044982363930,35854815378573,2db19a19-0f02-43c8-958a-0598dcd6321c,MYR,553820
d4d26763-04f0-418e-aa41-606090596df3,SHA,2021-01-23,18913161459397,31262397230510,9d77b85a-b449-4cec-8d95-8d47804458d9,SGD,322655
79d5b889-c771-4900-b538-1098864c8027,BEN,2020-11-07,67655142514597,13004277454816,61df1d28-3766-42c5-9dec-26013004af3e,SGD,728695
12b5d357-df05-4fbb-9ad4-1313167d82f6,SHA,2020-10-28,50154610408314,872861177742,00b26aee-a5bd-4859-931f-3f7aa055461b,SGD,445544
6c39d121-3552-4b0a-9ff2-4d0d70412b00,BEN,2020-11-26,77013850131391,11006168446038,67988887-237f-4f48-9023-1c74ecf92076,SGD,879890
986ca21f-ca74-45e0-9411-0c0031ff77dd,OUR,2020-10-31,26457107342274,21859680949448,fe6cde7c-f7b5-4929-9847-e505a1247cad,SGD,965205
#NUM!,BEN,2021-02-13,71397810649299,15029171930897,7442499d-43b1-43ac-a4d7-78d9ce21929a,MYR,767523
bd66b326-60fa-4341-9a03-65a5dfb54d52,OUR,2020-12-18,9865843750258,39734512229069,1d3a8eab-7349-4477-badd-ec323150addc,SGD,239119
c6e6c0bf-a1ae-423b-8458-61abcbd2965c,OUR,2021-02-03,24891355772752,73087960009387,cefd97d6-506e-4a63-85ef-079e36cd4b65,USD,360644
d715a8dd-fcc7-4522-982a-a8bd96a83972,OUR,2020-12-02,91938259070261,6530368310185,bef7150c-ec12-43f6-8335-34f836487f6a,USD,235477
994a9925-c856-4516-b201-b957e8a3cf67,BEN,2020-11-07,65495340211889,66994472463160,a1cf7cab-b9c2-48e6-9af6-a3f6d69e9027,SGD,229161
c9d75e8e-6e6c-4911-a064-b49a6b26b8bd,OUR,2020-11-03,26148622380992,14670045899810,becae787-d890-4d02-9de0-23d6d035828e,USD,630775
b31c5727-2f7e-4680-ab0d-347eb9c3e1c3,SHA,2021-01-28,51892165656381,92401372184314,1d4888ff-4e6c-4455-9028-58d2f278b00b,SGD,152055
3e305738-144a-449b-a025-ea2f738c2939,OUR,2021-01-09,27748407633637,12308521981215,ea65f502-45a8-46c7-8c09-d4e527d68986,USD,213117
d1eef7fd-de52-4995-9702-1116d02d2215,OUR,2020-11-27,63606586264395,92985640364638,58a5d502-2006-430b-aa4c-c213cbe6fcf3,USD,724185
5e305ce0-ae91-479f-aeff-d68027d42ff0,BEN,2020-12-26,65611797012148,35556825467142,40a38c47-e1c7-4af0-9c24-40373b904a11,SGD,8672
27ad383a-07ab-428a-a78d-4ea0ed8c3f1d,SHA,2020-12-16,44438354699522,34939029496834,d67b8f6e-faf6-4f45-b7c4-7a88800dfeaa,SGD,559922
6c2f63aa-6906-48a1-9eb8-827bf690a181,BEN,2021-01-01,12710378866824,25282392508806,3d1b5cfa-db0f-4c7a-ac69-7dbbb7fd0ec1,MYR,444419
1af72c90-6876-4b07-8ddc-ab9afd1681ae,BEN,2020-11-04,81438988154783,88417624825713,77d09ed5-4537-4937-9b1b-d8b761bb810f,USD,984160
a61351ed-16aa-4777-957c-3f17df658c4b,BEN,2020-12-05,90030338851897,64632513660333,fc75a6b5-320f-4210-9485-b32af2fbd5a3,SGD,78623
cbb53ff2-9b1f-4266-9cfe-f80b910dd39f,OUR,2020-12-01,49982655096334,24007032841161,0a477a44-c3e6-48ab-95bd-612157d68dbf,MYR,480611
e13c8445-d349-4f9e-9a38-cb590a192583,BEN,2021-01-28,75905998052448,83136584898307,d000ef45-104e-4365-a452-124b602b39c8,USD,371001
c3ec62e7-c45c-4997-a93e-d7765e3343e4,SHA,2020-11-27,58345140603141,32690931415549,6ef0620f-aa60-42d0-8dd5-07b76aa81d60,SGD,680670
31f26e1f-4709-48af-8e7a-39e995ef8a73,BEN,2020-12-21,75265561556708,29598581185119,c611ae6b-6773-46de-8168-583d223fc164,MYR,501167
d9de9391-d8e7-4385-8be6-bb2eef0af427,SHA,2021-02-11,13248755831471,59706632527963,08c39216-59c6-4d21-9a31-2cf364464fb7,MYR,920876
249f8006-809b-42a2-a3f8-4f591ecc4581,BEN,2020-12-21,5033930609055,51872322016234,2307c45f-1eb1-47fa-8634-7c27b1938c69,MYR,855206
d4bfc097-7566-4953-8dbc-d1e0c72df01d,SHA,2021-02-02,6997827286996,34949727443608,545a4af8-12f3-4178-86b5-49e3ecc62d79,SGD,884503
5f08a180-b1ef-4f74-bde6-1116fd144c4b,BEN,2020-10-12,41156039356121,35095156394874,da9f807e-4701-46d1-a493-16dbb0da9e51,USD,716391
074240ac-6bb4-484b-8ef5-a82a1ffa4e85,OUR,2021-02-14,10374083274617,64747145043965,b4bc7b9e-ce85-4118-97f2-9a3bf722be51,MYR,487931
0b21ac7f-d342-434f-b7bf-b93d4b021e20,OUR,2020-10-14,90990072524865,86440407205335,9d2c1032-8ff9-4386-a983-c274af5b7d2c,MYR,924717
7592a576-ede9-40c7-b8cb-991a649f8aea,BEN,2021-01-23,31155645246041,17528967167336,75f740be-1b76-49dd-afb6-a1ec33c6b8df,USD,374218
dd8ff3c8-a320-4044-8c64-9e7e1cfc58a5,SHA,2020-12-07,37140990123750,13806832243766,c31e4aad-10df-4f2a-bd88-02bd322c39e2,SGD,92110
969542b8-e64c-4150-95f8-568fce0b9b88,SHA,2020-11-11,67211445168387,72496609942930,fa28af53-3bc2-4fc5-889a-063457369e16,USD,264248
ef88812b-cdbb-4533-8e7f-607f9de55fb8,OUR,2020-10-16,73885520245214,91376552470717,d66ee550-b240-4625-9a5d-a2dba9f5cb2f,MYR,653580
e26026c8-7a6f-4b0c-b684-3658d1ab7f13,SHA,2020-10-22,41057253059480,99030067937908,f50273e8-705b-473a-8553-7336ff52b46d,USD,750588
8c488122-0937-4e2c-97ad-3aa2ef2676db,BEN,2020-11-12,4571413521057,77356477128710,77270089-c0c2-4ccb-b2b4-08328945d43c,SGD,27818
faae84e3-f7da-419f-87b8-d9cced06db82,BEN,2021-02-25,21779306923941,19947585283472,5aa19949-9c61-487b-8096-a581c0e18db7,MYR,457377
e755fec7-9435-450c-b497-f80f3161953e,SHA,2021-02-02,96696940290986,45212121638927,544e311d-2026-4552-9f9f-2e16ad1a9bbd,USD,660957
8ce6d8d6-c6e7-4f64-bd4c-73f575ff3e56,OUR,2020-12-01,43378348028132,78503195757858,fead1a21-87f6-4f85-89f0-b17678d9d819,MYR,944072
a2109cce-92e1-4820-8b3d-2bea506d0d66,BEN,2021-02-28,47428676594867,68945142055393,ea1dbe72-9a97-4ad2-971a-e8dff7e2f740,MYR,496636
fb9750d7-693b-4464-9884-b9f2c412cbf7,OUR,2020-10-29,68529044855524,27210703000733,da912f63-f83f-4a5f-b0c5-d52f10590ebd,SGD,244187
529bd96f-13c1-471f-88b9-a4f60c76a057,SHA,2020-10-16,43972448070016,4479517891550,c3cdb890-05b0-45c4-be64-3d2d256ba3f0,MYR,463855
51dea37c-b254-4b11-b939-71105a801b25,BEN,2021-01-25,29614991901925,49858325177863,2894c934-cedc-473f-876e-afa2076ebce5,MYR,289851
ef08320c-97a5-40d6-846d-c0ec8057dc95,OUR,2021-01-06,14850298313412,5691179451376,f3749883-16d8-4e5a-ad4a-e0b0ef029cd7,USD,152135
efc97a4f-95de-4142-bb59-e317388892a8,SHA,2021-01-19,55449401223591,2262905668300,67e55bfe-2446-40e7-9b4a-587dfefb4fad,USD,440657
d36785a9-a1a9-4b0c-b745-38fcb8a2a417,BEN,2020-11-02,73497145271775,63137105337665,581ba5fa-b195-40ad-b273-1d55a185d78b,SGD,226119
7fa0771c-ba4d-475e-ab70-ad60091169fb,SHA,2021-01-20,59299604096969,78167913113132,374b4c50-4a68-4a7f-9642-d28691998666,SGD,242910
facfda28-f85d-4891-be6d-ba255fbf5048,SHA,2020-12-08,36036019723342,1975685013232,a2b6f375-b5bd-4484-9148-aa59dc523bd0,SGD,452737
a8a0051b-835e-42e7-89e7-cd223dbabe31,SHA,2020-12-02,85842020003039,47462600036675,382ef099-45c5-4189-b950-defc039cb603,USD,352085
cfcf7c60-da7a-4adb-a483-d4083d7f88e1,OUR,2021-01-16,19166199321762,31452949220543,d745c6d6-298b-45e7-b70d-2d833bdc7be1,USD,928522
8437f0fa-4460-4a86-8e3d-3df5abc80853,SHA,2020-11-27,99394870581883,11842123334011,65d0716a-e7e5-4800-bc1e-63dde2d5c105,SGD,23611
2ef50dbd-5aef-44fe-95e4-6f6247fe7f48,OUR,2021-01-24,326797191438,72104833366634,6a640fc1-7232-408c-9c7c-9c30796cfb4e,USD,624976
02de56f0-0638-4549-b7f9-1fd0db8e68c0,OUR,2021-02-06,72029460491634,4233393377871,fa06b17f-d52f-4c9b-9bf9-170f21ab0a37,MYR,533376
7c4b76b5-d156-4de2-8e0f-faae83e4b718,BEN,2020-10-10,59737572051351,97239269283726,e3f2179f-c1d2-486e-a7f6-d6f50f506b75,SGD,825954
39b9206c-d8a1-4c56-a305-c8c5066525e7,OUR,2021-01-21,88770826671645,10511625194304,f8a53746-6961-4ecf-8c25-e24427af20d0,MYR,144633
97c5af49-23e8-4379-8532-bb7742edb0ea,OUR,2020-12-11,26064251591358,3988686739528,0f7f4502-07a1-493a-b750-f86502d8e1b6,SGD,273864
b7cf992a-dbcd-4a77-a8c0-7bce7220bac8,BEN,2020-11-20,89121604935233,36096837035096,630983d0-25cd-4a2b-90f8-afe6920d1bd6,USD,792080
046c8f7e-ad54-46d9-838c-7c4df339d848,OUR,2020-12-23,95253934641156,93977442720857,2d2171fc-bd37-42f9-be69-eb60683098fe,SGD,37492
588734c4-0d48-41db-9789-38cf058b43e0,SHA,2020-12-04,30375119737194,90309785565372,4f867e50-6064-4332-86c0-29a8415b4b94,SGD,372302
4e0c3c26-03ef-49ac-bab5-9e87d2960136,BEN,2020-11-11,13961601021951,96741174430086,e620783c-e1c2-43d6-9003-849904fd5e2a,MYR,809523
5908cd63-eb4d-4011-95fc-d2e7cf6ea82d,BEN,2021-02-16,79876198668631,42712949212304,4760d2c7-1af6-4f8a-a036-c337cf616b13,USD,966439
f4cafda7-5406-4a22-9bfa-c423b97197d0,SHA,2021-01-13,22413928154255,13326414488346,47be2a71-2fd3-4e6e-9273-efe1313fd8c0,SGD,811691
5a8c8424-c8ed-4dde-a8b8-41080ea605d3,OUR,2021-02-12,62761282012792,90408277632326,e7f98a73-caf7-4dca-8024-a413c23ad42b,SGD,169767
0f6292f5-1ff9-47e6-8b7f-a429dabca2ce,SHA,2020-11-30,17906291317191,18227607270978,ab0b7dfe-8810-4f9a-9fe1-31359442b0b6,USD,376288
224d8157-695d-4331-b1ce-a8ae78140806,SHA,2021-02-18,34571701344591,60079231994301,99533783-19e5-4349-8ac9-cc1505a560fd,SGD,620575
6f472667-19ec-4faf-8ab3-e273d4d6ccd4,BEN,2021-02-17,34832599972386,79660190019375,a4888534-1f1e-4519-b88d-44db4aa87216,USD,47019
26cac824-3756-459e-93f0-c2e069bf986a,SHA,2021-01-08,45383641740441,52610001212649,aa4e11c7-da29-4c7f-9b52-2b31a1073159,USD,695597
81927012-c75f-4d28-9da5-d140a6fed8b6,BEN,2020-11-04,17567417825606,31931835529825,3b6e7288-096a-4876-b1d1-69f0fe5646e5,MYR,693879
71bfe505-63b2-40f6-90b0-91b1ccacee30,SHA,2021-02-14,75720405946924,75313573068398,2cb9e62d-1e92-4786-b801-9daed6e5427c,SGD,591164
c4f8c1f7-edd2-48dd-b8ed-b14bb037e645,OUR,2021-02-21,23682106246077,31475048057424,87128536-8ee6-48df-99ca-12e9726b6385,MYR,790778
1a2ca9ab-a63b-4a6d-b630-0141bfd12e3a,BEN,2021-01-08,61494121708336,58217681413554,dcd62949-f350-45f5-a03d-93185e1cb4fe,MYR,388400
5375b144-d31d-4c42-984b-3fa67b2870c6,SHA,2021-03-01,3597739167060,43617544815367,37d71f99-4b7c-4007-bcd1-0ea81ba72dc8,SGD,8065
e551c034-b9bd-4f13-8172-8da4c79f8aac,BEN,2020-11-21,29806673950689,83340225408155,6b3b9654-fddf-49e5-905b-8c75a51941cd,SGD,200983
0aa87e58-c39c-46c7-b237-c68049105c31,BEN,2021-02-25,14107008966766,86387257467795,e0593ddf-3e5d-4da9-97a4-e9233f1cfef1,USD,39077
d3a872e8-11ac-4e1f-bce8-dc43d7b5d64a,BEN,2021-01-18,97041980951367,3831260482147,55f6fd72-1b74-434d-95d1-3af27e5cc7e2,MYR,120716
6a7b8f9e-ae6c-4789-ae16-bc2669249462,BEN,2020-10-30,72293015802687,76413831954297,cf22899f-47fa-4a53-a4aa-73b292f5eb70,USD,923083
d61b2076-acb6-4f5b-baee-dd9057486522,OUR,2021-01-12,81421940452168,92772035662390,7999e98d-06be-48e1-8d2d-a90a56465ca9,SGD,196920
fab3415e-8204-4507-8117-c162a07898cf,SHA,2021-02-21,80138522366117,11167541182023,17249985-4eae-40f0-973c-3a3b1a886f6e,MYR,31098
8266bea8-a4d2-43b5-baf7-ad0d2039f1bf,OUR,2021-02-11,89718618767156,13478733287127,810ae3c1-d674-46cd-9430-86f6445f0eeb,MYR,871726
eaca002b-516f-404e-8757-412307a52b73,OUR,2021-02-03,93302365303154,4759022261901,04701952-562c-489a-ba9b-bc46601c3fad,USD,707183
25cfe531-4969-4178-a659-5b5b76c14490,BEN,2021-02-22,73096527755161,37378325214117,5eeaed64-0c64-45bb-9e90-c1bbd930d6bd,MYR,454846
50adfffb-973b-49ac-a9a8-44860c0efc7e,OUR,2021-01-19,57639967286388,64120099213802,1bf1b432-97c2-49ba-9625-d3862f564ff3,SGD,820298
6c3a5be6-0a2d-4e7b-b993-1c04e4b0c865,SHA,2020-11-10,35377874901936,68832549760570,d3983044-075e-40e5-b4c5-e965abdd6841,MYR,88474
7fe5b3cf-baff-43af-8416-aed18d648790,OUR,2021-02-16,13874925070022,12300116237768,734bdcd7-ceb7-4efb-a370-71a6fdc83c98,SGD,956695
ec6ef16b-556e-466e-a966-07adfc72ae84,SHA,2021-02-16,63853712592089,54215669066709,21a1b245-f2bb-4ba6-b4fc-79bbdba5f6a5,MYR,158631
e3972f62-ca73-4214-85af-961962ba1f42,OUR,2020-11-08,24472017871647,40572675554397,825df789-6369-45aa-bc96-371d1df2f95d,MYR,202758
492e875c-6ff0-4e11-b426-bbb90b0d8cca,OUR,2020-10-23,69681274432758,58433359751885,59de99c2-a521-4ed1-ba53-22a3402f8403,MYR,911432
fb5cd7df-f6e1-4488-b709-8e2324562a71,SHA,2021-01-21,3859216030873,84468751281754,6bb6f1a4-24f8-49b3-af35-07874fbd0f88,USD,696904
c4f0b729-2b67-44c4-a42a-22c886f71c60,BEN,2021-02-01,25109432784071,92065577292317,695636eb-9255-4dc8-9b01-a0dc2e618a70,USD,360399
28623c88-fd23-4686-9d68-34fe09062d31,BEN,2020-11-29,33818293576800,34718844553150,77a91c31-fa7f-4f03-a29b-aa3c8a60bcb1,USD,195873
0d9e72ad-da75-45f0-b9f6-29def7b49784,SHA,2021-02-15,83972335293104,48128682639201,1ca70ca6-b7f5-4f39-9ce7-7bb2015a7b48,USD,916857
8b391dfb-a050-4c02-b68f-1467b8d604f0,SHA,2021-02-15,6377682117660,37573264277139,157fb395-63cd-4b4d-82d9-cd7239e3d7ed,SGD,812700
c2009012-2edf-4519-b920-b0a8f2e892db,OUR,2020-10-31,32254714186265,68242797578892,b8795679-f21b-489c-bd8a-6bcec237b0fc,USD,102027
ba474e58-3b45-4b63-82ee-00ff7bb7cc9e,OUR,2020-12-04,78251836876753,86721185495642,6d9487bb-bece-4c4d-b6d7-74f274331b81,SGD,1806
c002bf51-c63d-448c-b3b9-bc26ed46e38d,BEN,2020-11-01,43869984629566,80102213662494,908fe7b7-9d24-4872-8847-0445aae69ef2,USD,830623
e6036787-bf65-45d3-9f8b-c3d80ffec458,SHA,2020-11-27,39572296854896,5966491576863,b9a940c4-0c75-4838-98d8-398cbfe24784,MYR,61213
02c75dde-6b9c-43dd-af60-a26dd926d46e,OUR,2021-02-20,94317631260268,8853846849254,3a3eaadc-6c3f-4aa5-9713-d13cdb457320,MYR,366052
fc1ca884-b90a-472a-8fa9-c0bcca401ec2,SHA,2020-12-21,89309540217192,77751711501387,2dbd2492-72a1-48b0-b0f4-09061a7883e7,SGD,758730
e85555f5-5ca4-49ea-a9b5-fe7f6268ef38,SHA,2020-11-01,63376408489127,81563475977115,168cdd73-f3a4-4c38-98bd-71016a687a00,USD,319485
5d8608bf-dd4e-4adc-b40d-c721db765a28,BEN,2020-12-25,63524987781936,29133627666719,4ff61804-66ea-4128-8333-4d0ab6526bc0,SGD,968065
11a05bcb-5e76-481f-b1d5-709939af7465,BEN,2020-12-14,37244851131186,72944019275209,7f564bf2-555e-4366-afb4-b04db905eb23,MYR,411969
30fd0bd3-11ae-4c26-b970-659f02591367,BEN,2021-02-10,82107176977137,90231722026345,a0f6c1bd-ea8f-4df5-882e-5ee6be2059b6,SGD,329040
34cf55b0-46e9-4276-8633-00c7be7d52a9,OUR,2020-11-14,38906541143603,99143946005392,717cbcc2-1d10-4815-9f91-e26bff01cf79,USD,351493
bb78e69b-9d52-48b5-9a1e-ab172fc36547,SHA,2020-12-02,67833358198104,39088500100524,4754c230-af6b-45e5-8ba0-ab3ad446df3e,USD,184761
2d57deb7-231f-49fa-8694-92cd60c2a0af,SHA,2021-01-14,39388473117043,28601808296020,ef409576-2da3-4750-bb34-59e3bc431d99,USD,307867
899acc0b-3e86-49fb-8325-0b292349a20e,BEN,2021-02-08,433648576057,36785372466262,4cb692e0-4e95-436c-b09c-8414938a59a1,USD,434000
818dea74-1fc0-4d6c-b139-8e2a2dde3822,SHA,2020-11-06,8027705700068,58120899574084,6786fe69-03c7-45fc-b6bf-be620dd864ad,SGD,413517
c68674d1-6472-402a-a7c7-25fb7b088f26,OUR,2020-12-06,43512734940389,40550655513279,72c8bd28-f0f2-4d45-8be5-3619e6705b98,MYR,1520
351f61be-7d34-4b4b-a4cf-b58735823570,SHA,2021-01-20,70995213538432,7675458753681,d94cd43f-8e0b-49fd-a7f1-2dfe81d35e85,USD,851839
d1115095-0925-4dd2-87db-27272f072313,OUR,2020-11-22,47499946314298,25342113173356,01fce154-37e4-447e-ba62-aecd84c60adf,MYR,534928
c54a5a4e-aa9e-45ee-85da-2f6860714518,OUR,2020-11-06,52205414853379,45312141320357,895a1c89-3292-4ad3-bd57-c462c1fb2a7c,MYR,633499
e9707035-5420-4523-b631-49759456c6de,BEN,2020-12-27,4517928936512,50628720975715,d9412374-c420-4f3f-8fa5-3834213e1384,MYR,480719
34299d55-e29e-46a3-8e6b-1c070e1cb3ed,SHA,2021-01-29,47153342531208,13848456427921,1dd4c748-3135-45d9-874b-71f9d4e9ff22,MYR,396891
75a10cfd-2719-4c65-857d-71b27449abe6,OUR,2021-01-12,14894297142545,825636097470,2f3f00d9-0e11-4892-bf39-631acad6b499,MYR,473107
99f71947-b74f-471d-b347-ad523009f870,SHA,2020-10-19,87365204970263,38901774624816,b65743d0-8d8f-4203-945d-ffb11c1ad092,MYR,89170
969ff252-a7a0-46d5-a28f-5078c08b8529,BEN,2020-12-06,22831180806670,77233749208061,933a1008-ca59-405c-80f3-f05c459aaa49,SGD,531743
58cd2d25-3967-4b9f-b872-65ff67ac5346,OUR,2020-11-22,87795281978282,9470527872119,67d62edb-b8d9-4c52-adfb-0baa4be452bc,MYR,134269
0cf9669c-58c6-45d1-b345-3bd2f1abdb7a,OUR,2021-02-09,78158802949206,53401484415881,7edfb628-f3b9-4d34-8fda-1c68b31470e1,MYR,692495
b71d919d-41c9-493f-a4b2-a304a898a85e,SHA,2021-01-13,6099227256602,18806758410847,b9e6ed7e-af55-4291-aa9a-7ee59cc54e0b,MYR,493334
