accountNo,name,interestRate,accountStatus,country,currency,action
22644285747694,d255724d-6353-41ef-8517-a77cdda84c85,11,CLOSE,SG,USD,REMOVE
18631259127785,c1a00cd2-0ad6-41e7-8ac6-8caccf65555e,11,ACTIVE,US,USD,REMOVE
80210469157303,ff3fbaa4-204c-4272-ac48-22b9d1a78121,7,DORMANT,SG,USD,ADD
7550322740771,e3bc4e38-cec5-48e4-82b8-cca00f07c555,6,ACTIVE,MY,SGD,REMOVE
49622926370849,38d54637-07de-4c3c-9ed0-6443f35fc338,1,ACTIVE,US,MYR,REMOVE
57089688960529,2637ef30-c738-4e31-bc1a-f52b6e3eb9ea,10,DORMANT,US,SGD,ADD
54506535329539,efbde29c-1921-43c1-813b-2a8e786372f7,9,DORMANT,MY,USD,ADD
49556749763956,9dd4c7a4-a562-4780-930a-cd4783fdd97f,4,ACTIVE,SG,MYR,REMOVE
14749022729704,2653f9e0-70c8-47aa-be8f-e54d104ae4ed,10,CLOSE,MY,USD,ADD
4397726560607,ae3f749c-176f-4e14-b5f3-397f0cb12bd8,8,CLOSE,US,MYR,ADD
37324474269919,79953306-35bf-418b-b1fe-ba8ef2479508,0,CLOSE,MY,SGD,ADD
93471374244437,6107a7d6-3f46-41b2-81a9-6ff1bbafe3d8,13,DORMANT,MY,MYR,ADD
22146860817392,6a7e1c0c-93d8-460a-9152-0ce7af81fec1,4,CLOSE,US,USD,ADD
98569583763503,12ec7447-bd14-47e2-8c43-5a698702f7b4,11,ACTIVE,MY,SGD,REMOVE
45197717257162,17caf1f8-ce9f-4b4f-a0c4-9a34145cc52e,1,DORMANT,US,MYR,ADD
38406637891133,de402d91-2256-485a-8345-2368dd23b1e8,1,CLOSE,SG,USD,REMOVE
82477965913000,2f0bcc4e-92de-4999-934c-ef824873d49c,10,CLOSE,US,USD,REMOVE
75925569698936,c15b6ee3-b651-4ea5-9cd2-30c13ee628c5,4,ACTIVE,MY,USD,REMOVE
18710289135566,5405a4eb-69f4-4bec-984e-adbd0e6db30a,8,DORMANT,US,MYR,REMOVE
81665516769768,4c006823-0402-4d51-b4cb-2b8ee91f04f6,2,CLOSE,US,SGD,REMOVE
20445074419792,82117bd3-6149-474f-a394-5a256722319f,9,ACTIVE,US,MYR,ADD
69798725474164,eb7380c6-af1f-4654-bfe2-976162c094f8,12,ACTIVE,MY,MYR,ADD
4076375745231,b24ca315-0900-4d64-a6cc-a348704746af,10,DORMANT,US,USD,REMOVE
99180490179335,ea807a5b-2ede-4f8d-a674-e3fc43b3564d,13,ACTIVE,SG,USD,REMOVE
19834465249770,1c909b1e-6774-4f7f-a81d-8fec64658082,3,DORMANT,US,MYR,ADD
29878746945873,0e2c740e-6d05-43c0-be9b-31e78d2ddcec,11,DORMANT,US,SGD,REMOVE
8288904807727,1887dedb-b430-4023-8828-bc0f7a247c9c,9,CLOSE,SG,USD,ADD
6379993914768,eadf8b7d-fe1c-4cd3-b5f8-65a1fc5917f1,7,CLOSE,SG,SGD,ADD
49068885286089,f1f54252-f451-4bcd-a80a-b09f27e8a7b8,14,ACTIVE,SG,SGD,REMOVE
18123462787061,ad715eda-9c4a-457d-9f52-a0797b6c5fa5,7,CLOSE,US,SGD,ADD
40791068390209,2b6470ac-0a14-4854-88de-a08f07507309,10,DORMANT,SG,SGD,REMOVE
96944429543936,d9306e54-39f8-4784-874b-aab05a861d03,15,CLOSE,SG,USD,REMOVE
6712772547484,c7812c2b-98f4-449a-a173-178f16f94ac1,1,DORMANT,US,MYR,REMOVE
83606358642417,699a8165-8e2d-4777-818f-35fd95b176f4,1,CLOSE,MY,SGD,REMOVE
30043350158445,a15cc357-19cb-4d47-b2fc-60919c87e4cd,15,DORMANT,MY,USD,REMOVE
18786061567398,2b4b3fb1-243c-4a96-a286-62912a2f31e2,14,ACTIVE,US,MYR,REMOVE
97415225950060,55133fa2-48e1-4a5f-9be6-1a8431c42c11,6,DORMANT,US,USD,ADD
19220477364621,010606fe-15b8-43a5-940b-0be754ac9408,0,DORMANT,US,SGD,REMOVE
65087788223482,37fa7620-a6bc-4b18-a3a1-39d36b372925,1,DORMANT,US,USD,ADD
51735756232991,9e2aa2b3-ef80-45c6-9b66-13f5c2716c92,7,DORMANT,MY,MYR,REMOVE
37116291845099,d4847e7d-3f83-4c0c-aaae-132d06bc0ac6,2,CLOSE,US,USD,ADD
62429304451473,d2f53aaa-502d-4459-ab16-558ceaf5970a,12,ACTIVE,MY,MYR,ADD
10828460256386,79151e09-d080-4aad-aafc-0d1ebf4e584a,14,CLOSE,SG,USD,ADD
93161495023659,7326b0ee-6ef2-45bd-a60e-a55103295969,11,ACTIVE,MY,SGD,REMOVE
7209453250958,3f94093d-9c0e-49a2-ad9f-fb4f9370b6c9,5,CLOSE,MY,USD,REMOVE
86955471077846,0941b4b5-f6cd-4c62-8319-990d62c788af,2,CLOSE,MY,USD,ADD
41669696833828,9c86de6e-5e7f-46ec-bc13-8df47d1e0301,5,DORMANT,MY,SGD,REMOVE
56978611143000,4710ce92-cd1b-404c-9242-90933890bd5f,10,ACTIVE,US,SGD,REMOVE
37614971544478,fe6da3a6-5668-4b74-b487-506c4ab5a2fc,9,ACTIVE,US,SGD,ADD
37323716633009,a34fdb82-b136-4262-bc25-d019e38c92b9,14,CLOSE,US,SGD,REMOVE
44507738570088,92651861-1c77-40da-98cb-3ac4c06a7581,6,ACTIVE,SG,SGD,ADD
23335512133078,aeebbab2-6d17-44b9-abaa-a9ca18244624,6,CLOSE,US,USD,ADD
40745457185278,647c2a33-ce65-49cb-8a06-f4f598f69474,1,ACTIVE,MY,SGD,REMOVE
38814238554942,678a749c-1bf5-421c-b023-e1b32bfebca9,11,ACTIVE,MY,MYR,ADD
53726510906112,fa697b34-ad1d-4dab-8bc0-e61fd8427603,2,CLOSE,US,MYR,ADD
21874605932379,b6daab19-5885-4fc5-b63a-7673440e2079,9,CLOSE,US,MYR,ADD
76657443385757,f7703e35-814d-432c-a1a4-6defd86ad07a,0,ACTIVE,MY,SGD,REMOVE
91772359400189,852f0499-b557-496d-9773-9d8a66022f17,6,ACTIVE,US,MYR,REMOVE
90663140617339,43da685a-71ac-4bbb-9c42-f5144e4d1146,0,DORMANT,SG,USD,ADD
15062891934538,ea345834-6705-450d-babc-654d4b3c597f,8,ACTIVE,SG,SGD,ADD
91983731916913,99998424-4cba-49e4-a313-bc4c1925e1ae,15,DORMANT,US,MYR,ADD
65542087795330,81a5a8d4-947f-48b1-b0fe-761250bda961,15,ACTIVE,US,USD,ADD
42580580036001,a46a76c2-0344-4af9-b1f6-d95b56fb5a31,14,DORMANT,SG,SGD,REMOVE
86043322564061,33b5d9bd-21b4-444a-a0c6-2208afc688ee,14,CLOSE,MY,SGD,ADD
52291914068537,35f77fa0-2af9-4c18-b17b-919128b21bc2,12,ACTIVE,US,USD,ADD
29879099124795,04b0cffd-275f-4791-8ec4-4c6d2d12e860,8,CLOSE,US,MYR,ADD
84553256592351,ef064aa7-148f-4356-8aa3-286dde876fb3,4,CLOSE,MY,MYR,ADD
99426644505961,e9dcd98f-c128-44e5-9658-160782cc297f,0,ACTIVE,US,MYR,ADD
32680742236201,ae9fbaa1-904c-4c37-b1f9-10eea660c3cf,8,DORMANT,SG,SGD,ADD
57888955196865,3c748c4a-57b0-4a86-9172-1c4d6e5212b3,0,DORMANT,US,USD,REMOVE
84527411117155,0abd9cb1-1ebc-4384-b8ad-215f4a12a2d1,1,CLOSE,SG,USD,REMOVE
16345390676551,a194e83d-8fbd-4a49-bcda-c5e2bbfc6db8,1,ACTIVE,SG,SGD,ADD
33787958403085,3b7336eb-4781-40bb-8763-e9f2c79c185d,9,CLOSE,MY,USD,REMOVE
5128346177777,8290c741-c681-4ec4-bf1a-d6fe53650c3c,7,DORMANT,MY,USD,REMOVE
30177876229145,a88a0238-ab43-4e6c-a616-cdcefd914515,1,DORMANT,US,SGD,REMOVE
79473710014364,27363853-2f65-4244-8ec2-c6843006e176,8,DORMANT,US,MYR,REMOVE
92039356492172,9f26912a-4614-42c6-bc6f-e72f3a9a1246,11,ACTIVE,US,MYR,ADD
81966536471904,#NUM!,1,CLOSE,SG,MYR,ADD
62425933373474,fad04efd-a24f-48f4-8943-152d5beee2ac,4,CLOSE,SG,SGD,ADD
86498214265962,1fca257b-22a8-4ff1-8d47-0d7f4312ae92,11,ACTIVE,US,SGD,ADD
612667347756,672a027b-8e7e-4ad1-8c0c-ccd330055b1e,1,CLOSE,SG,USD,REMOVE
72834365910000,e9500927-6d55-40b6-af4e-212350f1d230,4,DORMANT,SG,USD,ADD
41179329992549,76c9895a-f370-439d-8cd4-e7b7ed6d3a7b,14,DORMANT,MY,SGD,REMOVE
98598122377415,f9b200a5-1c3b-4694-a7bb-8c305ace7c01,4,ACTIVE,MY,SGD,REMOVE
71152702200633,f5239e85-c8d1-422b-b69e-cf6b4eb045d7,14,DORMANT,SG,MYR,REMOVE
90452011964937,2dcfbf52-74b9-405e-967e-e86c393142eb,9,DORMANT,US,USD,REMOVE
70865259614290,8be3a36a-26e5-4d59-97df-b773fa6d87c0,13,CLOSE,MY,USD,ADD
37024754295147,db7fa6de-5242-4098-ae31-1d94fe0f1c86,10,ACTIVE,US,MYR,ADD
53426164343065,5d6207a8-f020-4fc0-86ba-f7a010a8a054,3,DORMANT,US,SGD,ADD
5750319946090,8795dede-c13e-48ea-b104-ac5d71396797,13,DORMANT,MY,SGD,REMOVE
36057650396336,61472e62-fcfa-4616-9ab4-73639deb93af,5,CLOSE,MY,MYR,REMOVE
73101721954877,3fa4e885-b4be-42d6-a024-d5b95e023882,1,CLOSE,MY,SGD,ADD
25070925939486,0fce0214-338d-4363-8474-06602ce77a32,9,DORMANT,US,SGD,REMOVE
52336967092170,f1635aed-9a47-4ea8-87b7-812dd79abc0e,0,CLOSE,MY,SGD,REMOVE
44732031366388,c1b0cac5-82f5-441b-81fe-24609e34cfc2,10,ACTIVE,MY,USD,ADD
54006476467377,bb48c731-4bff-492e-ba18-bce5c7dcc95d,3,CLOSE,SG,MYR,REMOVE
95613493157341,5df2d5b2-502a-44f2-9a45-1df9d91b7609,2,CLOSE,MY,MYR,REMOVE
68474767870465,89895c4e-bd66-4728-b2d9-4798bddf0199,13,CLOSE,MY,MYR,ADD
68389755879379,983c4029-ad13-459b-b693-5d0fb9901d64,12,ACTIVE,MY,SGD,REMOVE
60568074263818,233848cc-28a5-42f8-9550-122b4eff63ca,13,CLOSE,US,SGD,REMOVE
58677462320672,72f6b48e-c9a8-4197-ab84-cfef9a060e14,12,CLOSE,SG,USD,ADD
95789358295651,bec98815-f3fb-4791-8687-4a47f534f2f2,10,CLOSE,SG,USD,ADD
42876172664819,0fbb02af-ee83-4958-9179-e954c6e3db7e,7,DORMANT,US,USD,ADD
77500799836047,ea615132-6b34-41ad-a090-cac4b81b6edc,12,ACTIVE,SG,SGD,REMOVE
52138116721141,ec077f92-9eb6-4bac-8e97-cb65bfdfe507,15,DORMANT,US,USD,REMOVE
64062019735394,c6e0af1f-1822-47e9-b77b-d85a861ed530,4,ACTIVE,US,SGD,REMOVE
88202577403805,19610adb-83f7-4a6e-a7ed-81817f4ac578,5,ACTIVE,MY,MYR,ADD
87229737385517,e7fa9db2-3c82-407a-89a9-1ddbb81be027,7,ACTIVE,MY,MYR,REMOVE
29384451309329,b926a65a-d2eb-4266-bd9f-c0d4fd8e8e05,11,DORMANT,MY,USD,ADD
27169951699481,41ef290b-b295-4f9d-ad49-bf0a2061a86e,13,CLOSE,SG,SGD,REMOVE
62125372834461,f9706251-c47f-4877-b37b-16bccc7e8169,0,DORMANT,SG,MYR,ADD
28670268504014,39871f01-e0b4-4d43-a2d8-117c87100c10,3,CLOSE,US,USD,REMOVE
93120286654476,c2d215a6-730b-4542-a5a0-01c8cc8d9999,9,CLOSE,SG,SGD,ADD
90526153252919,963adbf6-fb3d-4f81-b079-8860e0727552,6,DORMANT,MY,SGD,REMOVE
34904633217399,4fad9e07-2960-424d-8564-0d20e2f45ff8,8,ACTIVE,SG,USD,ADD
92526545467099,8451aae8-4819-4fa4-9b44-4c8362c8a6b9,7,DORMANT,US,USD,REMOVE
20832157112629,e066bb80-bd17-4340-8bbd-a89ed1a575b3,8,DORMANT,US,SGD,REMOVE
89525733949668,93a57eca-6b50-4c0d-b922-c94709b15674,0,DORMANT,SG,MYR,REMOVE
73719107341270,f3e77af5-bbdb-4c42-86b0-e0d34559bb76,12,DORMANT,SG,SGD,ADD
19475975367547,485cfe61-56d3-423b-94f5-aca303836757,3,DORMANT,SG,SGD,REMOVE
68795986413251,fe16513d-a8c0-4f76-a0b2-d3bebbf057c9,1,DORMANT,US,USD,ADD
25756555726850,90b446bb-e3b6-49da-adba-457a43a0091a,5,DORMANT,SG,USD,REMOVE
97384308810840,2403ddca-b898-4896-a0d2-9b760eeb51d9,5,CLOSE,MY,USD,REMOVE
12189894124615,b760617c-d857-4652-b3c0-aa00f0c80635,11,DORMANT,US,SGD,ADD
60207119561734,9d86a603-4830-420c-b3d0-ee455cb89cf3,2,ACTIVE,MY,MYR,REMOVE
50650839930657,20ca8080-a6a3-460b-8082-c42557ea524a,11,DORMANT,MY,MYR,REMOVE
79573179059087,2a500b71-e702-483a-a07f-2504cfe08878,6,ACTIVE,US,MYR,ADD
99982665848213,b96dda18-f52c-43dd-8f79-a171e3ec59f7,9,DORMANT,MY,SGD,REMOVE
53034849096051,74f8e93b-6271-4070-b591-263fe4beb84a,2,CLOSE,US,USD,REMOVE
25502557198910,be615316-38b4-4098-bc30-283e53bb6f06,7,DORMANT,MY,USD,REMOVE
88590184467529,d63c889c-3d0a-4226-82fa-8c7298ef46c3,14,DORMANT,US,MYR,ADD
2224185515435,d2311a58-6c5b-4276-b474-61e5ad72ff8f,12,CLOSE,SG,USD,ADD
19420153498881,1c82ba5f-c22a-4520-9618-dd626903a9c6,13,DORMANT,SG,MYR,REMOVE
